S,H,A,TH,TA,gh,ga,allg,ph,pa,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,y1,y2,p1,p2,p5,p6,id,p3,p4,p7,p8,p1.1,p2.1,p3.1,p4.1,KH,KA,last_h5,last_a5,last_5KH,last_5KA
25,10,16,14,14,0,0,0,1,1,10.0,10.0,4.0,4.0,10.0,5.0,13.0,8.0,2.0,0.0,0.0,0.0,0,0,9.0,0.0,9.0,140.0,9415,16.0,8.0,16.0,295.0,10.0,1.0,17.0,9.0,5.0,4.0,0.8,0.5,2.2,3.8
25,14,16,30,30,2,1,3,3,0,27.0,9.0,11.0,2.0,12.0,3.0,8.0,9.0,1.0,2.0,0.0,0.0,0,1,29.0,10.0,1018.0,150.0,9575,53.0,27.0,1786.0,314.0,32.0,10.0,56.0,27.0,1.0,4.0,1.4,0.6666666666666666,2.2,2.8
25,18,16,27,27,3,1,4,3,0,11.0,16.0,5.0,4.0,8.0,7.0,14.0,15.0,1.0,1.0,0.0,0.0,1,1,23.0,10.0,801.0,150.0,9545,31.0,27.0,1302.0,314.0,26.0,10.0,34.0,27.0,3.0,4.0,0.6,0.75,2.8,1.0
25,38,16,22,22,1,2,3,0,3,10.0,11.0,3.0,4.0,4.0,7.0,8.0,11.0,0.0,1.0,0.0,0.0,0,1,13.0,6.0,520.0,146.0,9500,20.0,19.0,823.0,306.0,13.0,9.0,20.0,22.0,4.0,4.0,1.0,1.0,2.6,2.0
25,44,16,35,35,0,0,0,1,1,14.0,6.0,4.0,1.0,4.0,3.0,17.0,13.0,3.0,5.0,0.0,0.0,0,0,23.0,14.0,112.0,154.0,9623,37.0,34.0,174.0,321.0,24.0,15.0,38.0,35.0,5.0,4.0,2.4,1.0,3.0,3.0
25,45,16,15,15,0,0,0,1,1,20.0,10.0,6.0,2.0,3.0,7.0,11.0,10.0,3.0,1.0,0.0,0.0,0,0,7.0,1.0,268.0,141.0,9432,12.0,9.0,445.0,296.0,8.0,2.0,13.0,10.0,4.0,4.0,1.2,0.8,2.0,2.4
25,27,16,7,7,4,0,4,3,0,18.0,6.0,7.0,1.0,6.0,5.0,6.0,9.0,0.0,0.0,0.0,0.0,1,1,9.0,0.0,1092.0,140.0,9348,16.0,0.0,1953.0,287.0,12.0,0.0,19.0,0.0,2.0,4.0,2.2,0.8,2.0,3.0
25,29,16,9,9,1,0,1,3,0,7.0,10.0,3.0,0.0,3.0,5.0,12.0,14.0,4.0,2.0,0.0,0.0,0,0,7.0,0.0,762.0,140.0,9369,11.0,3.0,1194.0,290.0,10.0,0.0,14.0,3.0,5.0,4.0,1.2,0.6,2.2,2.0
25,7,16,33,33,2,2,4,1,1,20.0,13.0,5.0,6.0,11.0,3.0,8.0,9.0,2.0,2.0,0.0,0.0,1,1,22.0,13.0,73.0,153.0,9599,37.0,30.0,125.0,317.0,23.0,14.0,38.0,31.0,4.0,4.0,1.2,0.4,1.6,1.8
25,11,16,4,4,1,0,1,3,0,4.0,23.0,2.0,5.0,3.0,13.0,7.0,14.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,78.0,140.0,9322,4.0,0.0,107.0,287.0,3.0,0.0,7.0,0.0,5.0,4.0,0.6,0.4,1.8,1.6
25,24,16,18,18,0,3,3,0,3,11.0,13.0,2.0,6.0,6.0,4.0,12.0,13.0,2.0,2.0,1.0,0.0,0,1,13.0,2.0,319.0,142.0,9458,26.0,14.0,534.0,301.0,13.0,5.0,26.0,17.0,4.0,4.0,1.8,0.4,2.0,1.8
25,25,16,2,2,1,0,1,3,0,23.0,4.0,13.0,1.0,4.0,2.0,12.0,13.0,1.0,3.0,0.0,0.0,0,0,,,950.0,140.0,9298,1.0,0.0,1619.0,287.0,,,4.0,0.0,2.0,4.0,1.6,1.0,2.6,3.0
25,39,16,37,37,1,2,3,0,3,7.0,13.0,2.0,2.0,1.0,7.0,18.0,12.0,5.0,2.0,0.0,0.0,0,1,20.0,15.0,297.0,155.0,9643,30.0,38.0,454.0,325.0,20.0,18.0,30.0,41.0,4.0,4.0,0.8,1.0,2.0,2.2
25,41,16,19,19,1,1,2,1,1,7.0,13.0,2.0,5.0,6.0,3.0,13.0,11.0,2.0,3.0,0.0,0.0,0,0,7.0,5.0,176.0,145.0,9473,12.0,17.0,291.0,304.0,8.0,6.0,13.0,18.0,4.0,4.0,0.6,1.4,2.4,2.6
25,20,16,31,31,0,2,2,0,3,6.0,17.0,2.0,6.0,4.0,7.0,11.0,12.0,3.0,2.0,0.0,0.0,0,0,20.0,10.0,20.0,150.0,9586,31.0,27.0,31.0,314.0,20.0,13.0,31.0,30.0,5.0,4.0,0.8,1.2,2.0,1.2
25,43,16,11,11,1,0,1,3,0,12.0,11.0,2.0,3.0,10.0,9.0,6.0,7.0,0.0,2.0,0.0,0.0,0,0,8.0,0.0,842.0,140.0,9394,20.0,4.0,1408.0,291.0,11.0,0.0,23.0,4.0,1.0,4.0,2.0,1.6,2.2,2.6
25,26,16,6,6,5,0,5,3,0,25.0,5.0,9.0,0.0,8.0,2.0,6.0,7.0,3.0,1.0,0.0,0.0,1,1,4.0,0.0,673.0,140.0,9338,13.0,0.0,1127.0,287.0,7.0,0.0,16.0,0.0,2.0,4.0,2.2,1.0,1.8,2.6
25,46,16,25,25,1,1,2,1,1,8.0,9.0,3.0,3.0,5.0,3.0,11.0,15.0,1.0,3.0,0.0,0.0,0,0,15.0,9.0,641.0,149.0,9527,26.0,25.0,1030.0,312.0,16.0,10.0,27.0,26.0,4.0,4.0,1.2,1.0,2.6,2.4
25,0,18,26,26,5,1,6,3,0,15.0,11.0,7.0,2.0,4.0,6.0,8.0,8.0,2.0,0.0,0.0,0.0,1,1,29.0,8.0,1037.0,501.0,9535,42.0,31.0,1808.0,1302.0,32.0,8.0,45.0,31.0,2.0,3.0,2.2,1.0,4.2,3.2
25,10,18,8,8,1,1,2,1,1,12.0,13.0,3.0,6.0,7.0,1.0,12.0,10.0,4.0,1.0,0.0,0.0,0,0,6.0,1.0,6.0,494.0,9362,7.0,7.0,7.0,1278.0,7.0,2.0,8.0,8.0,5.0,3.0,0.6,1.0,4.4,0.8
25,14,18,3,3,2,0,2,3,0,18.0,7.0,7.0,0.0,6.0,3.0,12.0,7.0,2.0,2.0,0.0,0.0,0,0,0.0,1.0,989.0,494.0,9311,3.0,4.0,1736.0,1275.0,3.0,1.0,6.0,4.0,1.0,3.0,1.6,0.6666666666666666,4.4,2.6
25,16,18,12,12,2,2,4,1,1,16.0,8.0,7.0,5.0,9.0,4.0,9.0,26.0,2.0,3.0,0.0,0.0,1,1,4.0,2.0,151.0,495.0,9398,4.0,11.0,291.0,1282.0,5.0,3.0,5.0,12.0,4.0,3.0,1.2,1.0,3.6,2.8
25,38,18,13,13,4,1,5,3,0,17.0,5.0,5.0,2.0,7.0,2.0,6.0,13.0,0.0,0.0,0.0,0.0,1,1,8.0,3.0,515.0,496.0,9414,13.0,12.0,816.0,1283.0,11.0,3.0,16.0,12.0,4.0,3.0,1.0,1.0,3.6,2.8
25,44,18,28,28,1,0,1,3,0,13.0,7.0,5.0,2.0,6.0,5.0,10.0,9.0,3.0,1.0,0.0,0.0,0,0,16.0,8.0,105.0,501.0,9560,30.0,34.0,167.0,1305.0,19.0,8.0,33.0,34.0,5.0,3.0,2.2,1.0,3.8,1.2
25,45,18,20,20,0,0,0,1,1,17.0,7.0,3.0,3.0,10.0,2.0,14.0,13.0,2.0,0.0,0.0,0.0,0,0,8.0,7.0,269.0,500.0,9482,14.0,26.0,447.0,1297.0,9.0,8.0,15.0,27.0,4.0,3.0,1.0,0.8,2.8,3.2
25,27,18,5,5,4,0,4,3,0,16.0,7.0,7.0,3.0,4.0,1.0,15.0,14.0,1.0,1.0,0.0,0.0,1,1,6.0,1.0,1089.0,494.0,9334,10.0,4.0,1947.0,1275.0,9.0,1.0,13.0,4.0,2.0,3.0,2.8,0.6,2.4,4.2
25,29,18,17,17,0,1,1,0,3,16.0,7.0,4.0,4.0,4.0,1.0,10.0,11.0,1.0,2.0,1.0,0.0,0,0,10.0,4.0,765.0,497.0,9450,15.0,19.0,1198.0,1290.0,10.0,7.0,15.0,22.0,5.0,3.0,1.4,0.6,2.8,1.4
25,7,18,21,21,2,1,3,3,0,19.0,6.0,7.0,1.0,4.0,4.0,8.0,13.0,0.0,0.0,0.0,0.0,0,1,9.0,8.0,60.0,501.0,9485,17.0,27.0,105.0,1298.0,12.0,8.0,20.0,27.0,4.0,3.0,0.8,0.4,2.2,2.6
25,11,18,29,29,2,1,3,3,0,21.0,10.0,8.0,4.0,10.0,4.0,9.0,12.0,1.0,1.0,0.0,1.0,0,1,19.0,8.0,97.0,501.0,9565,37.0,34.0,140.0,1305.0,22.0,8.0,40.0,34.0,5.0,3.0,0.8,0.4,1.8,1.4
25,24,18,10,10,2,0,2,3,0,9.0,16.0,3.0,2.0,3.0,10.0,6.0,10.0,0.0,2.0,0.0,0.0,0,0,4.0,2.0,310.0,495.0,9383,9.0,8.0,517.0,1279.0,7.0,2.0,12.0,8.0,4.0,3.0,1.2,0.6,2.2,2.8
25,25,18,16,16,1,1,2,1,1,23.0,3.0,3.0,2.0,12.0,1.0,8.0,11.0,1.0,3.0,0.0,0.0,0,0,15.0,3.0,965.0,496.0,9442,29.0,18.0,1647.0,1289.0,16.0,4.0,30.0,19.0,2.0,3.0,1.4,0.6,2.6,4.0
25,39,18,31,31,1,2,3,0,3,9.0,17.0,4.0,9.0,1.0,9.0,13.0,12.0,1.0,1.0,1.0,0.0,0,1,19.0,8.0,296.0,501.0,9588,27.0,37.0,451.0,1308.0,19.0,11.0,27.0,40.0,4.0,3.0,0.6,0.8,2.2,2.8
25,41,18,33,34,1,1,2,1,1,17.0,12.0,7.0,3.0,6.0,3.0,10.0,11.0,1.0,1.0,0.0,0.0,0,0,20.0,11.0,189.0,504.0,9614,32.0,41.0,311.0,1312.0,21.0,12.0,33.0,42.0,4.0,3.0,0.4,1.0,2.6,2.6
25,20,18,35,36,0,2,2,0,3,9.0,7.0,2.0,5.0,4.0,3.0,9.0,8.0,1.0,0.0,0.0,0.0,0,0,23.0,12.0,23.0,505.0,9631,35.0,45.0,35.0,1316.0,23.0,15.0,35.0,48.0,5.0,3.0,0.8,1.0,2.4,1.8
25,43,18,23,23,4,0,4,3,0,20.0,7.0,10.0,0.0,3.0,3.0,11.0,15.0,0.0,2.0,0.0,0.0,1,1,22.0,8.0,856.0,501.0,9509,41.0,27.0,1429.0,1298.0,25.0,8.0,44.0,27.0,1.0,3.0,1.8,1.2,2.2,2.8
25,26,18,2,2,1,1,2,1,1,19.0,7.0,6.0,2.0,7.0,1.0,7.0,9.0,1.0,2.0,1.0,1.0,0,0,,,669.0,493.0,9304,3.0,3.0,1117.0,1274.0,,,4.0,4.0,2.0,3.0,3.2,1.2,2.6,3.6
25,46,18,38,38,3,1,4,3,0,15.0,14.0,4.0,7.0,6.0,6.0,10.0,13.0,0.0,1.0,0.0,0.0,1,1,24.0,15.0,650.0,508.0,9664,39.0,49.0,1043.0,1320.0,27.0,15.0,42.0,49.0,4.0,3.0,1.0,1.2,2.6,2.0
25,0,26,28,28,0,3,3,0,3,10.0,9.0,5.0,5.0,6.0,1.0,11.0,11.0,1.0,1.0,0.0,0.0,0,1,32.0,32.0,1040.0,477.0,9564,45.0,72.0,1811.0,1186.0,32.0,35.0,45.0,75.0,2.0,2.0,3.0,3.0,3.8,3.8
25,10,26,1,1,0,2,2,0,3,6.0,14.0,2.0,4.0,3.0,10.0,6.0,9.0,0.0,2.0,0.0,0.0,0,0,,,,445.0,9286,,,,1114.0,,,,,5.0,2.0,0.6,2.5,4.2,1.8
25,14,26,7,7,0,1,1,0,3,4.0,17.0,2.0,6.0,4.0,8.0,8.0,13.0,0.0,2.0,0.0,0.0,0,0,4.0,9.0,993.0,454.0,9346,13.0,16.0,1746.0,1130.0,4.0,12.0,13.0,19.0,1.0,2.0,1.8,2.0,4.0,2.6
25,16,26,21,21,0,0,0,1,1,10.0,15.0,1.0,4.0,7.0,8.0,14.0,11.0,5.0,4.0,0.0,0.0,0,0,12.0,30.0,159.0,475.0,9492,18.0,58.0,305.0,1172.0,13.0,31.0,19.0,59.0,4.0,2.0,1.6,1.5,3.2,2.8
25,18,26,32,31,1,3,4,0,3,6.0,18.0,2.0,4.0,2.0,11.0,10.0,8.0,0.0,0.0,0.0,0.0,1,1,29.0,38.0,807.0,483.0,9591,40.0,81.0,1311.0,1195.0,29.0,41.0,40.0,84.0,3.0,2.0,0.8,1.8,2.2,1.4
25,38,26,38,38,0,1,1,0,3,8.0,13.0,3.0,2.0,1.0,12.0,8.0,10.0,3.0,1.0,0.0,0.0,0,0,19.0,47.0,526.0,492.0,9661,36.0,97.0,839.0,1211.0,19.0,50.0,36.0,100.0,4.0,2.0,1.8,1.8,2.0,2.2
25,44,26,5,5,0,6,6,0,3,7.0,28.0,1.0,10.0,3.0,11.0,8.0,6.0,2.0,0.0,0.0,0.0,1,1,2.0,6.0,91.0,451.0,9331,8.0,10.0,145.0,1124.0,2.0,9.0,8.0,13.0,5.0,2.0,2.0,1.4,1.6,1.8
25,45,26,10,10,2,3,5,0,3,6.0,15.0,4.0,5.0,1.0,2.0,10.0,7.0,2.0,3.0,0.0,0.0,1,1,6.0,12.0,267.0,457.0,9381,10.0,25.0,443.0,1139.0,6.0,15.0,10.0,28.0,4.0,2.0,0.8,2.2,2.4,2.0
25,27,26,16,16,1,2,3,0,3,8.0,14.0,5.0,7.0,2.0,8.0,16.0,10.0,4.0,2.0,0.0,0.0,0,1,21.0,21.0,1104.0,466.0,9443,35.0,43.0,1972.0,1157.0,21.0,24.0,35.0,46.0,2.0,2.0,3.2,2.6,3.2,3.4
25,29,26,20,20,0,1,1,0,3,6.0,22.0,2.0,6.0,3.0,8.0,11.0,6.0,1.0,0.0,0.0,0.0,0,0,10.0,27.0,765.0,472.0,9483,18.0,55.0,1201.0,1169.0,10.0,30.0,18.0,58.0,5.0,2.0,1.2,3.0,3.8,2.8
25,7,26,3,3,1,2,3,0,3,9.0,19.0,3.0,8.0,2.0,5.0,13.0,14.0,5.0,4.0,0.0,1.0,0,1,0.0,3.0,51.0,448.0,9305,0.0,4.0,88.0,1118.0,0.0,6.0,0.0,7.0,4.0,2.0,1.2,2.6,3.2,2.4
25,11,26,26,26,1,1,2,1,1,8.0,20.0,3.0,7.0,3.0,13.0,9.0,6.0,4.0,1.0,0.0,0.0,0,0,17.0,31.0,95.0,476.0,9538,35.0,68.0,138.0,1182.0,18.0,32.0,36.0,69.0,5.0,2.0,1.2,2.8,3.6,2.8
25,24,26,12,12,0,2,2,0,3,2.0,12.0,0.0,4.0,1.0,7.0,8.0,10.0,1.0,1.0,0.0,0.0,0,0,7.0,15.0,313.0,460.0,9399,13.0,31.0,521.0,1145.0,7.0,18.0,13.0,34.0,4.0,2.0,1.2,1.8,2.8,2.6
25,25,26,23,23,4,3,7,3,0,16.0,11.0,7.0,4.0,5.0,6.0,10.0,7.0,2.0,3.0,0.0,0.0,1,1,23.0,31.0,973.0,476.0,9513,44.0,62.0,1662.0,1176.0,26.0,31.0,47.0,62.0,2.0,2.0,1.0,1.6,2.2,2.8
25,39,26,30,30,0,2,2,0,3,3.0,17.0,0.0,6.0,3.0,10.0,6.0,8.0,1.0,0.0,0.0,0.0,0,0,19.0,35.0,296.0,480.0,9584,27.0,78.0,451.0,1192.0,19.0,38.0,27.0,81.0,4.0,2.0,0.4,1.8,3.0,2.2
25,41,26,17,17,0,4,4,0,3,7.0,23.0,3.0,10.0,2.0,5.0,12.0,6.0,0.0,0.0,0.0,0.0,1,1,7.0,24.0,176.0,469.0,9452,12.0,46.0,291.0,1160.0,7.0,27.0,12.0,49.0,4.0,2.0,0.6,2.0,3.2,2.6
25,20,26,13,13,1,2,3,0,3,4.0,14.0,0.0,5.0,3.0,7.0,10.0,10.0,2.0,3.0,1.0,0.0,0,1,11.0,18.0,11.0,463.0,9413,15.0,34.0,15.0,1148.0,11.0,21.0,15.0,37.0,5.0,2.0,0.4,2.4,3.4,2.6
25,43,26,33,33,1,3,4,0,3,8.0,17.0,3.0,6.0,5.0,7.0,11.0,12.0,3.0,4.0,0.0,0.0,1,1,34.0,41.0,868.0,486.0,9615,67.0,84.0,1455.0,1198.0,34.0,44.0,67.0,87.0,1.0,2.0,2.2,2.6,3.6,2.2
25,46,26,35,35,1,4,5,0,3,4.0,19.0,1.0,7.0,0.0,7.0,5.0,11.0,0.0,1.0,0.0,0.0,1,1,23.0,44.0,649.0,489.0,9637,35.0,90.0,1039.0,1204.0,23.0,47.0,35.0,93.0,4.0,2.0,1.6,2.8,4.0,3.2
25,0,44,30,30,3,0,3,3,0,11.0,11.0,7.0,4.0,4.0,9.0,12.0,9.0,2.0,1.0,0.0,0.0,0,1,32.0,14.0,1040.0,62.0,9582,45.0,36.0,1811.0,173.0,35.0,14.0,48.0,36.0,2.0,5.0,2.8,0.0,2.4,3.4
25,10,44,19,19,1,0,1,3,0,14.0,13.0,3.0,1.0,6.0,4.0,8.0,11.0,0.0,0.0,0.0,0.0,0,0,11.0,13.0,11.0,61.0,9466,18.0,22.0,18.0,159.0,14.0,13.0,21.0,22.0,5.0,5.0,0.4,0.0,2.8,2.8
25,14,44,9,9,4,2,6,3,0,14.0,16.0,8.0,5.0,6.0,6.0,13.0,16.0,2.0,3.0,0.0,0.0,1,1,4.0,10.0,993.0,58.0,9366,13.0,15.0,1746.0,152.0,7.0,10.0,16.0,15.0,1.0,5.0,1.6,0.6666666666666666,2.8,2.4
25,16,44,17,17,2,1,3,3,0,14.0,7.0,4.0,2.0,4.0,6.0,14.0,18.0,2.0,1.0,0.0,1.0,0,1,9.0,13.0,156.0,61.0,9446,11.0,22.0,298.0,159.0,12.0,13.0,14.0,22.0,4.0,5.0,1.2,0.75,3.8,3.2
25,18,44,11,11,3,2,5,3,0,10.0,11.0,5.0,3.0,2.0,5.0,14.0,12.0,0.0,2.0,0.0,0.0,1,1,6.0,10.0,784.0,58.0,9392,8.0,15.0,1279.0,152.0,9.0,10.0,11.0,15.0,3.0,5.0,1.0,1.0,3.6,1.8
25,38,44,4,4,0,2,2,0,3,9.0,12.0,1.0,3.0,7.0,4.0,8.0,11.0,0.0,0.0,0.0,0.0,0,0,4.0,3.0,511.0,51.0,9320,5.0,5.0,808.0,142.0,4.0,6.0,5.0,8.0,4.0,5.0,1.4,1.0,3.6,3.2
25,45,44,7,7,2,2,4,1,1,9.0,15.0,4.0,3.0,7.0,6.0,12.0,11.0,3.0,0.0,0.0,0.0,1,1,5.0,9.0,266.0,57.0,9350,8.0,11.0,441.0,148.0,6.0,10.0,9.0,12.0,4.0,5.0,0.8,1.4,3.4,3.2
25,27,44,38,38,1,0,1,3,0,7.0,7.0,1.0,3.0,6.0,5.0,6.0,11.0,4.0,0.0,0.0,0.0,0,0,44.0,14.0,1127.0,62.0,9659,78.0,41.0,2015.0,178.0,47.0,14.0,81.0,41.0,2.0,5.0,2.6,1.8,4.0,3.6
25,29,44,13,13,0,3,3,0,3,12.0,12.0,2.0,4.0,6.0,3.0,8.0,13.0,1.0,2.0,0.0,0.0,0,1,10.0,10.0,765.0,58.0,9409,14.0,18.0,1197.0,155.0,10.0,13.0,14.0,21.0,5.0,5.0,1.0,1.4,3.0,2.6
25,7,44,2,2,0,2,2,0,3,6.0,19.0,2.0,7.0,8.0,5.0,6.0,14.0,1.0,3.0,0.0,0.0,0,0,,,51.0,48.0,9295,0.0,1.0,88.0,138.0,,,0.0,4.0,4.0,5.0,1.0,1.8,3.0,3.6
25,11,44,16,16,1,0,1,3,0,8.0,11.0,5.0,2.0,3.0,5.0,10.0,12.0,1.0,0.0,0.0,1.0,0,0,11.0,13.0,89.0,61.0,9435,25.0,22.0,128.0,159.0,14.0,13.0,28.0,22.0,5.0,5.0,1.2,1.8,2.4,2.0
25,24,44,24,24,2,0,2,3,0,9.0,11.0,5.0,3.0,4.0,5.0,11.0,10.0,0.0,0.0,0.0,0.0,0,0,17.0,13.0,323.0,61.0,9519,31.0,26.0,539.0,163.0,20.0,13.0,34.0,26.0,4.0,5.0,1.0,1.4,2.2,3.2
25,25,44,31,31,5,0,5,3,0,13.0,4.0,10.0,1.0,6.0,1.0,5.0,4.0,1.0,0.0,0.0,0.0,1,1,33.0,14.0,983.0,62.0,9587,60.0,36.0,1678.0,173.0,36.0,14.0,63.0,36.0,2.0,5.0,1.8,1.0,1.8,3.4
25,39,44,25,25,0,0,0,1,1,11.0,12.0,4.0,2.0,2.0,6.0,12.0,12.0,4.0,3.0,0.0,0.0,0,0,17.0,13.0,294.0,61.0,9533,23.0,26.0,447.0,163.0,18.0,14.0,24.0,27.0,4.0,5.0,0.4,1.0,2.6,2.6
25,41,44,6,6,1,2,3,0,3,10.0,8.0,3.0,4.0,5.0,4.0,9.0,16.0,1.0,3.0,0.0,0.0,0,1,0.0,6.0,169.0,54.0,9341,5.0,8.0,284.0,145.0,0.0,9.0,5.0,11.0,4.0,5.0,0.6,0.4,2.0,2.0
25,20,44,34,34,1,0,1,3,0,9.0,4.0,1.0,2.0,9.0,6.0,9.0,8.0,2.0,2.0,0.0,0.0,0,0,20.0,14.0,20.0,62.0,9611,32.0,37.0,32.0,174.0,23.0,14.0,35.0,37.0,5.0,5.0,0.4,0.4,2.2,2.0
25,43,44,35,36,2,0,2,3,0,13.0,13.0,3.0,5.0,4.0,0.0,11.0,10.0,1.0,0.0,0.0,0.0,0,0,34.0,14.0,868.0,62.0,9638,68.0,38.0,1456.0,175.0,37.0,14.0,71.0,38.0,1.0,5.0,2.2,0.4,2.2,3.4
25,26,44,22,22,3,1,4,3,0,17.0,7.0,7.0,4.0,9.0,1.0,8.0,12.0,1.0,1.0,0.0,0.0,1,1,28.0,13.0,697.0,61.0,9499,59.0,25.0,1173.0,162.0,31.0,13.0,62.0,25.0,2.0,5.0,3.0,0.4,2.2,3.8
25,46,44,27,27,2,0,2,3,0,8.0,11.0,4.0,4.0,8.0,7.0,11.0,7.0,1.0,1.0,0.0,0.0,0,0,16.0,14.0,642.0,62.0,9550,27.0,30.0,1031.0,167.0,19.0,14.0,30.0,30.0,4.0,5.0,1.4,0.6,2.0,2.2
25,0,39,31,32,3,0,3,3,0,24.0,8.0,11.0,2.0,6.0,5.0,9.0,13.0,1.0,2.0,0.0,0.0,0,1,35.0,8.0,1043.0,155.0,9597,48.0,27.0,1814.0,451.0,38.0,8.0,51.0,27.0,2.0,4.0,2.8,0.0,2.4,4.0
25,10,39,12,12,2,2,4,1,1,9.0,13.0,3.0,6.0,6.0,7.0,13.0,5.0,1.0,0.0,0.0,0.0,1,1,8.0,4.0,8.0,151.0,9404,15.0,12.0,15.0,436.0,9.0,5.0,16.0,13.0,5.0,4.0,0.4,1.0,2.6,1.8
25,14,39,21,21,5,0,5,3,0,21.0,1.0,12.0,1.0,7.0,0.0,5.0,10.0,1.0,1.0,0.0,0.0,1,1,22.0,6.0,1011.0,153.0,9486,42.0,20.0,1775.0,444.0,25.0,6.0,45.0,20.0,1.0,4.0,1.8,0.6666666666666666,3.0,3.4
25,16,39,13,13,2,1,3,3,0,10.0,9.0,5.0,3.0,5.0,2.0,9.0,5.0,1.0,1.0,0.0,0.0,0,1,5.0,5.0,152.0,152.0,9406,5.0,13.0,292.0,437.0,8.0,5.0,8.0,13.0,4.0,4.0,1.4,0.75,3.8,1.8
25,18,39,1,1,1,0,1,3,0,9.0,9.0,4.0,1.0,6.0,7.0,13.0,10.0,1.0,1.0,0.0,0.0,0,0,,,778.0,147.0,9289,,,1271.0,424.0,,,,,3.0,4.0,1.4,0.6,3.4,2.6
25,38,39,29,29,0,0,0,1,1,18.0,12.0,6.0,3.0,15.0,4.0,8.0,13.0,0.0,1.0,0.0,0.0,0,0,15.0,7.0,522.0,154.0,9568,27.0,26.0,830.0,450.0,16.0,8.0,28.0,27.0,4.0,4.0,1.4,0.6,3.2,2.0
25,44,39,10,10,0,1,1,0,3,13.0,6.0,0.0,2.0,8.0,1.0,10.0,9.0,4.0,4.0,0.0,0.0,0,0,5.0,1.0,94.0,148.0,9380,15.0,8.0,152.0,432.0,5.0,4.0,15.0,11.0,5.0,4.0,1.6,0.6,2.6,2.0
25,45,39,3,3,1,1,2,1,1,10.0,16.0,2.0,2.0,10.0,4.0,10.0,9.0,2.0,2.0,0.0,0.0,0,0,3.0,0.0,264.0,147.0,9314,6.0,3.0,439.0,427.0,4.0,1.0,7.0,4.0,4.0,4.0,0.8,0.4,2.0,1.6
25,27,39,23,23,3,0,3,3,0,20.0,11.0,9.0,5.0,6.0,1.0,14.0,10.0,2.0,1.0,0.0,0.0,0,1,26.0,6.0,1109.0,153.0,9514,47.0,20.0,1984.0,444.0,29.0,6.0,50.0,20.0,2.0,4.0,2.4,0.6,1.4,3.2
25,29,39,5,5,2,1,3,3,0,14.0,13.0,3.0,4.0,7.0,5.0,13.0,11.0,3.0,1.0,0.0,0.0,0,1,3.0,1.0,758.0,148.0,9329,6.0,5.0,1189.0,429.0,6.0,1.0,9.0,5.0,5.0,4.0,0.8,0.4,1.4,2.0
25,7,39,26,26,2,1,3,3,0,15.0,13.0,8.0,4.0,8.0,1.0,14.0,19.0,2.0,3.0,0.0,0.0,0,1,15.0,6.0,66.0,153.0,9536,28.0,24.0,116.0,448.0,18.0,6.0,31.0,24.0,4.0,4.0,1.0,0.6,1.8,2.0
25,11,39,17,17,1,0,1,3,0,10.0,14.0,2.0,7.0,6.0,4.0,6.0,14.0,0.0,0.0,0.0,0.0,0,0,14.0,5.0,92.0,152.0,9445,28.0,16.0,131.0,440.0,17.0,5.0,31.0,16.0,5.0,4.0,1.2,0.8,2.4,2.0
25,24,39,28,28,1,1,2,1,1,19.0,6.0,9.0,2.0,13.0,1.0,10.0,16.0,1.0,3.0,0.0,0.0,0,0,21.0,6.0,327.0,153.0,9558,35.0,25.0,543.0,449.0,22.0,7.0,36.0,26.0,4.0,4.0,1.0,0.6,2.4,2.0
25,25,39,36,36,0,0,0,1,1,20.0,5.0,2.0,1.0,9.0,2.0,7.0,14.0,1.0,2.0,0.0,0.0,0,0,39.0,9.0,989.0,156.0,9632,71.0,29.0,1689.0,453.0,40.0,10.0,72.0,30.0,2.0,4.0,2.4,0.6,2.4,3.2
25,41,39,38,38,1,2,3,0,3,26.0,8.0,11.0,5.0,6.0,0.0,12.0,9.0,1.0,2.0,0.0,0.0,0,1,21.0,10.0,190.0,157.0,9662,33.0,30.0,312.0,454.0,21.0,13.0,33.0,33.0,4.0,4.0,0.6,0.6,1.8,2.0
25,20,39,20,20,1,1,2,1,1,18.0,15.0,8.0,7.0,8.0,5.0,9.0,12.0,2.0,4.0,0.0,0.0,0,0,14.0,5.0,14.0,152.0,9477,22.0,19.0,22.0,443.0,15.0,6.0,23.0,20.0,5.0,4.0,0.6,0.8,1.8,2.0
25,43,39,16,16,5,1,6,3,0,20.0,4.0,11.0,3.0,12.0,6.0,12.0,9.0,1.0,0.0,0.0,0.0,1,1,12.0,5.0,846.0,152.0,9440,25.0,16.0,1413.0,440.0,15.0,5.0,28.0,16.0,1.0,4.0,1.8,0.8,1.6,3.6
25,26,39,8,8,7,2,9,3,0,20.0,5.0,11.0,1.0,5.0,0.0,5.0,8.0,0.0,1.0,0.0,0.0,1,1,7.0,1.0,676.0,148.0,9358,19.0,8.0,1133.0,432.0,10.0,1.0,22.0,8.0,2.0,4.0,3.0,1.0,2.6,3.0
25,46,39,33,34,1,1,2,1,1,18.0,11.0,6.0,7.0,10.0,1.0,15.0,21.0,2.0,3.0,0.0,0.0,0,0,22.0,8.0,648.0,155.0,9618,34.0,27.0,1038.0,451.0,23.0,9.0,35.0,28.0,4.0,4.0,1.6,1.2,4.0,2.0
