S,H,A,TH,TA,gh,ga,allg,ph,pa,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,y1,y2,p1,p2,p5,p6,id,p3,p4,p7,p8,p1.1,p2.1,p3.1,p4.1,KH,KA,last_h5,last_a5,last_5KH,last_5KA
25,16,20,1,1,0,3,3,0,3,14.0,8.0,4.0,6.0,12.0,9.0,7.0,19.0,1.0,3.0,0.0,0.0,0,1,,,147.0,,9288,,,287.0,,,,,,4.0,5.0,1.4,1.25,3.2,3.6
25,18,20,15,15,2,0,2,3,0,6.0,5.0,4.0,3.0,2.0,5.0,12.0,9.0,2.0,1.0,0.0,0.0,0,0,12.0,4.0,790.0,4.0,9428,15.0,15.0,1286.0,15.0,15.0,4.0,18.0,15.0,3.0,5.0,1.6,1.0,3.0,2.8
25,38,20,19,19,1,1,2,1,1,12.0,10.0,6.0,3.0,9.0,1.0,16.0,9.0,2.0,1.0,0.0,0.0,0,0,12.0,7.0,519.0,7.0,9471,18.0,21.0,821.0,21.0,13.0,8.0,19.0,22.0,4.0,5.0,1.0,1.0,2.8,3.2
25,44,20,18,18,1,4,5,0,3,13.0,15.0,3.0,9.0,8.0,7.0,12.0,17.0,2.0,1.0,1.0,1.0,1,1,9.0,4.0,98.0,4.0,9461,22.0,18.0,159.0,18.0,9.0,7.0,22.0,21.0,5.0,5.0,1.0,1.2,2.2,2.6
25,45,20,28,28,1,2,3,0,3,10.0,16.0,3.0,7.0,6.0,3.0,11.0,9.0,1.0,1.0,0.0,0.0,0,1,13.0,8.0,274.0,8.0,9561,20.0,27.0,453.0,27.0,13.0,11.0,20.0,30.0,4.0,5.0,1.2,1.8,2.8,3.0
25,27,20,26,26,2,0,2,3,0,16.0,4.0,7.0,0.0,5.0,2.0,5.0,19.0,2.0,4.0,0.0,0.0,0,0,29.0,8.0,1112.0,8.0,9540,53.0,24.0,1990.0,24.0,32.0,8.0,56.0,24.0,2.0,5.0,1.0,2.0,3.0,3.4
25,29,20,31,32,1,0,1,3,0,18.0,4.0,3.0,0.0,3.0,3.0,9.0,10.0,1.0,4.0,0.0,0.0,0,0,19.0,11.0,774.0,11.0,9593,32.0,31.0,1215.0,31.0,22.0,11.0,35.0,31.0,5.0,5.0,0.2,1.4,2.8,3.2
25,7,20,12,12,4,0,4,3,0,11.0,20.0,5.0,3.0,8.0,11.0,13.0,10.0,3.0,2.0,1.0,0.0,1,1,4.0,4.0,55.0,4.0,9396,10.0,15.0,98.0,15.0,7.0,4.0,13.0,15.0,4.0,5.0,1.2,1.4,2.6,3.0
25,11,20,6,6,0,0,0,1,1,5.0,9.0,3.0,2.0,3.0,4.0,9.0,13.0,3.0,2.0,0.0,0.0,0,0,3.0,3.0,81.0,3.0,9335,8.0,8.0,111.0,8.0,4.0,4.0,9.0,9.0,5.0,5.0,0.6,1.2,3.0,3.0
25,24,20,22,22,3,0,3,3,0,11.0,6.0,5.0,1.0,4.0,1.0,7.0,9.0,1.0,1.0,0.0,0.0,0,1,14.0,8.0,320.0,8.0,9497,27.0,24.0,535.0,24.0,17.0,8.0,30.0,24.0,4.0,5.0,1.4,0.4,2.0,3.4
25,25,20,10,10,3,0,3,3,0,16.0,1.0,8.0,0.0,9.0,2.0,10.0,8.0,0.0,1.0,0.0,0.0,0,1,8.0,4.0,958.0,4.0,9378,13.0,12.0,1631.0,12.0,11.0,4.0,16.0,12.0,2.0,5.0,2.8,0.0,2.0,3.4
25,39,20,24,24,2,0,2,3,0,11.0,6.0,6.0,3.0,3.0,2.0,18.0,13.0,1.0,1.0,0.0,0.0,0,0,14.0,8.0,291.0,8.0,9521,20.0,24.0,444.0,24.0,17.0,8.0,23.0,24.0,4.0,5.0,1.6,0.0,2.2,3.0
25,41,20,8,8,2,0,2,3,0,7.0,7.0,3.0,2.0,5.0,3.0,12.0,16.0,1.0,5.0,0.0,0.0,0,0,0.0,4.0,169.0,4.0,9359,5.0,9.0,284.0,9.0,3.0,4.0,8.0,9.0,4.0,5.0,0.4,0.0,2.4,2.8
25,43,20,29,29,2,0,2,3,0,15.0,3.0,7.0,3.0,8.0,1.0,6.0,8.0,1.0,1.0,0.0,0.0,0,0,31.0,11.0,865.0,11.0,9570,55.0,30.0,1443.0,30.0,34.0,11.0,58.0,30.0,1.0,5.0,1.8,0.0,2.0,1.8
25,26,20,36,36,0,0,0,1,1,15.0,5.0,2.0,3.0,10.0,1.0,9.0,4.0,0.0,3.0,0.0,0.0,0,0,46.0,12.0,715.0,12.0,9648,93.0,35.0,1207.0,35.0,47.0,13.0,94.0,36.0,2.0,5.0,3.8,0.0,2.4,3.8
25,46,20,4,4,2,0,2,3,0,19.0,10.0,3.0,2.0,10.0,3.0,11.0,14.0,1.0,2.0,0.0,0.0,0,0,,3.0,626.0,3.0,9324,0.0,7.0,1004.0,7.0,,3.0,3.0,7.0,4.0,5.0,1.2,0.0,1.8,2.8
25,0,27,15,15,1,3,4,0,3,33.0,8.0,15.0,4.0,12.0,1.0,11.0,10.0,3.0,2.0,0.0,1.0,1,1,21.0,11.0,1029.0,865.0,9425,28.0,32.0,1794.0,1969.0,21.0,14.0,28.0,35.0,2.0,2.0,2.6,3.0,2.2,3.0
25,10,27,36,36,1,0,1,3,0,11.0,16.0,4.0,3.0,5.0,6.0,5.0,3.0,2.0,0.0,0.0,0.0,0,0,26.0,33.0,26.0,887.0,9639,37.0,77.0,37.0,2014.0,29.0,33.0,40.0,77.0,5.0,2.0,2.2,1.5,2.2,2.4
25,14,27,11,11,1,0,1,3,0,18.0,10.0,8.0,2.0,4.0,7.0,16.0,20.0,1.0,3.0,0.0,0.0,0,0,7.0,8.0,996.0,862.0,9391,19.0,23.0,1752.0,1960.0,10.0,8.0,22.0,23.0,1.0,2.0,1.6,1.0,2.0,1.8
25,16,27,29,29,2,3,5,0,3,10.0,17.0,4.0,8.0,3.0,7.0,10.0,8.0,1.0,3.0,0.0,0.0,1,1,17.0,24.0,164.0,878.0,9574,27.0,59.0,314.0,1996.0,17.0,27.0,27.0,62.0,4.0,2.0,1.0,1.5,1.6,2.6
25,18,27,22,22,0,2,2,0,3,12.0,21.0,0.0,6.0,6.0,6.0,11.0,10.0,2.0,0.0,0.0,0.0,0,0,19.0,18.0,797.0,872.0,9496,27.0,44.0,1298.0,1981.0,19.0,21.0,27.0,47.0,3.0,2.0,1.6,1.6,2.2,2.6
25,38,27,6,6,0,1,1,0,3,14.0,9.0,4.0,4.0,8.0,4.0,12.0,9.0,1.0,4.0,0.0,0.0,0,0,4.0,4.0,511.0,858.0,9339,8.0,13.0,811.0,1950.0,4.0,7.0,8.0,16.0,4.0,2.0,0.8,1.6,2.6,2.8
25,44,27,14,14,2,4,6,0,3,12.0,15.0,3.0,7.0,5.0,5.0,12.0,10.0,2.0,1.0,0.0,0.0,1,1,8.0,8.0,97.0,862.0,9417,21.0,29.0,158.0,1966.0,8.0,11.0,21.0,32.0,5.0,2.0,0.8,1.2,2.0,1.8
25,45,27,18,18,1,2,3,0,3,12.0,8.0,5.0,3.0,6.0,3.0,14.0,7.0,1.0,3.0,0.0,0.0,0,1,8.0,14.0,269.0,868.0,9463,14.0,38.0,447.0,1975.0,8.0,17.0,14.0,41.0,4.0,2.0,1.2,2.0,3.0,2.4
25,29,27,27,27,1,0,1,3,0,10.0,13.0,3.0,6.0,0.0,10.0,12.0,15.0,0.0,2.0,0.0,0.0,0,0,13.0,24.0,768.0,878.0,9552,25.0,56.0,1208.0,1993.0,16.0,24.0,28.0,56.0,5.0,2.0,0.4,2.4,3.4,2.6
25,7,27,35,34,0,2,2,0,3,13.0,13.0,2.0,4.0,8.0,5.0,9.0,8.0,3.0,1.0,0.0,0.0,0,0,23.0,30.0,74.0,884.0,9620,38.0,71.0,126.0,2008.0,23.0,33.0,38.0,74.0,4.0,2.0,2.0,1.8,2.6,2.6
25,11,27,24,24,0,1,1,0,3,13.0,12.0,2.0,2.0,5.0,4.0,7.0,12.0,3.0,3.0,0.0,0.0,0,0,17.0,21.0,95.0,875.0,9517,34.0,50.0,137.0,1987.0,17.0,24.0,34.0,53.0,5.0,2.0,0.4,1.8,2.6,1.8
25,24,27,19,19,2,2,4,1,1,11.0,19.0,3.0,6.0,4.0,6.0,19.0,8.0,2.0,2.0,1.0,0.0,1,1,13.0,17.0,319.0,871.0,9469,26.0,41.0,534.0,1978.0,14.0,18.0,27.0,42.0,4.0,2.0,1.8,1.8,2.6,2.6
25,25,27,8,8,0,0,0,1,1,19.0,6.0,5.0,1.0,7.0,3.0,7.0,13.0,0.0,2.0,0.0,0.0,0,0,7.0,7.0,957.0,861.0,9357,12.0,19.0,1630.0,1956.0,8.0,8.0,13.0,20.0,2.0,2.0,2.8,1.4,2.2,2.8
25,39,27,4,4,2,2,4,1,1,10.0,18.0,5.0,8.0,5.0,11.0,10.0,10.0,0.0,0.0,0.0,0.0,1,1,3.0,3.0,280.0,857.0,9321,4.0,9.0,428.0,1946.0,4.0,4.0,5.0,10.0,4.0,2.0,1.8,1.0,1.6,3.0
25,41,27,2,2,0,4,4,0,3,6.0,17.0,1.0,8.0,3.0,5.0,12.0,11.0,1.0,1.0,0.0,0.0,1,1,,,169.0,854.0,9301,1.0,3.0,280.0,1940.0,,,1.0,6.0,4.0,2.0,0.6,1.4,2.2,2.8
25,20,27,9,9,2,1,3,3,0,5.0,9.0,3.0,3.0,4.0,7.0,10.0,12.0,4.0,2.0,0.0,0.0,0,1,5.0,8.0,5.0,862.0,9367,9.0,20.0,9.0,1957.0,8.0,8.0,12.0,20.0,5.0,2.0,1.4,1.8,2.6,1.8
25,43,27,25,25,2,0,2,3,0,22.0,6.0,6.0,3.0,6.0,3.0,10.0,13.0,2.0,2.0,0.0,0.0,0,0,25.0,24.0,859.0,878.0,9534,45.0,53.0,1433.0,1990.0,28.0,24.0,48.0,53.0,1.0,2.0,1.2,1.8,3.0,1.8
25,26,27,32,32,2,3,5,0,3,20.0,5.0,6.0,4.0,8.0,4.0,17.0,9.0,6.0,3.0,0.0,0.0,1,1,43.0,27.0,712.0,881.0,9603,84.0,68.0,1198.0,2005.0,43.0,30.0,84.0,71.0,2.0,2.0,3.0,1.4,2.6,1.8
25,46,27,37,37,0,0,0,1,1,9.0,16.0,2.0,6.0,1.0,6.0,12.0,12.0,1.0,1.0,0.0,0.0,0,0,23.0,33.0,649.0,887.0,9654,38.0,77.0,1042.0,2014.0,24.0,34.0,39.0,78.0,4.0,2.0,1.4,2.0,3.6,3.4
25,0,29,18,18,1,0,1,3,0,23.0,10.0,5.0,2.0,7.0,5.0,13.0,9.0,2.0,1.0,0.0,0.0,0,0,21.0,5.0,1029.0,433.0,9455,30.0,15.0,1796.0,1198.0,24.0,5.0,33.0,15.0,2.0,5.0,2.4,0.0,1.6,2.4
25,10,29,6,6,1,0,1,3,0,7.0,17.0,3.0,5.0,2.0,8.0,6.0,8.0,2.0,1.0,0.0,0.0,0,0,3.0,3.0,3.0,431.0,9343,4.0,9.0,4.0,1192.0,6.0,3.0,7.0,9.0,5.0,5.0,2.0,0.0,1.4,2.4
25,14,29,15,15,3,1,4,3,0,23.0,8.0,9.0,2.0,11.0,4.0,8.0,13.0,0.0,1.0,0.0,0.0,1,1,13.0,5.0,1002.0,433.0,9427,29.0,15.0,1762.0,1198.0,16.0,5.0,32.0,15.0,1.0,5.0,1.2,0.3333333333333333,1.2,2.2
25,16,29,26,26,1,1,2,1,1,21.0,11.0,6.0,8.0,5.0,6.0,11.0,8.0,1.0,1.0,0.0,0.0,0,0,16.0,11.0,163.0,439.0,9542,26.0,24.0,313.0,1207.0,17.0,12.0,27.0,25.0,4.0,5.0,1.0,0.5,1.6,2.8
25,18,29,35,34,1,0,1,3,0,9.0,9.0,1.0,2.0,4.0,6.0,10.0,11.0,2.0,1.0,0.0,0.0,0,0,30.0,16.0,808.0,444.0,9628,42.0,41.0,1313.0,1224.0,33.0,16.0,45.0,41.0,3.0,5.0,1.4,0.4,2.0,2.6
25,38,29,8,8,2,2,4,1,1,12.0,19.0,2.0,5.0,3.0,8.0,11.0,12.0,1.0,2.0,0.0,0.0,1,1,4.0,3.0,511.0,431.0,9363,8.0,10.0,811.0,1193.0,5.0,4.0,9.0,11.0,4.0,5.0,0.6,0.4,1.8,2.8
25,44,29,37,36,2,1,3,3,0,11.0,9.0,8.0,1.0,2.0,5.0,9.0,11.0,2.0,1.0,0.0,0.0,0,1,24.0,16.0,113.0,444.0,9644,38.0,41.0,175.0,1224.0,27.0,16.0,41.0,41.0,5.0,5.0,1.0,0.8,2.4,2.4
25,45,29,14,14,2,2,4,1,1,8.0,14.0,4.0,4.0,1.0,6.0,13.0,12.0,0.0,0.0,0.0,0.0,1,1,6.0,4.0,267.0,432.0,9418,11.0,14.0,444.0,1197.0,7.0,5.0,12.0,15.0,4.0,5.0,1.2,1.0,2.8,2.8
25,27,29,12,12,4,1,5,3,0,16.0,12.0,7.0,5.0,11.0,4.0,10.0,9.0,1.0,1.0,0.0,0.0,1,1,15.0,4.0,1098.0,432.0,9401,23.0,14.0,1960.0,1197.0,18.0,4.0,26.0,14.0,2.0,5.0,1.2,1.2,2.8,2.0
25,7,29,28,28,2,2,4,1,1,18.0,15.0,5.0,4.0,8.0,1.0,12.0,10.0,1.0,4.0,0.0,0.0,1,1,18.0,12.0,69.0,440.0,9555,31.0,28.0,119.0,1211.0,19.0,13.0,32.0,29.0,4.0,5.0,1.6,1.2,3.4,2.8
25,11,29,10,10,1,0,1,3,0,12.0,12.0,5.0,5.0,5.0,3.0,9.0,10.0,3.0,0.0,0.0,0.0,0,0,5.0,4.0,83.0,432.0,9384,13.0,14.0,116.0,1197.0,8.0,4.0,16.0,14.0,5.0,5.0,0.4,1.6,4.0,1.8
25,24,29,32,32,1,2,3,0,3,8.0,8.0,1.0,4.0,7.0,5.0,7.0,14.0,1.0,3.0,0.0,0.0,0,1,23.0,13.0,329.0,441.0,9602,43.0,35.0,551.0,1218.0,23.0,16.0,43.0,38.0,4.0,5.0,2.0,1.2,3.4,2.8
25,25,29,29,29,2,0,2,3,0,14.0,7.0,3.0,2.0,8.0,3.0,7.0,9.0,0.0,0.0,0.0,0.0,0,0,30.0,13.0,980.0,441.0,9567,57.0,29.0,1675.0,1212.0,33.0,13.0,60.0,29.0,2.0,5.0,2.8,1.4,3.4,3.0
25,39,29,22,22,0,1,1,0,3,11.0,14.0,4.0,6.0,10.0,5.0,10.0,11.0,3.0,1.0,0.0,0.0,0,0,14.0,8.0,291.0,436.0,9498,20.0,19.0,444.0,1202.0,14.0,11.0,20.0,22.0,4.0,5.0,1.6,1.0,3.0,3.4
25,41,29,4,4,0,1,1,0,3,10.0,16.0,4.0,8.0,7.0,5.0,11.0,15.0,2.0,3.0,0.0,0.0,0,0,0.0,0.0,169.0,428.0,9323,4.0,3.0,283.0,1186.0,0.0,3.0,4.0,6.0,4.0,5.0,0.6,1.0,2.2,3.2
25,20,29,2,2,1,0,1,3,0,7.0,13.0,3.0,5.0,7.0,3.0,13.0,10.0,3.0,4.0,0.0,0.0,0,0,,,,428.0,9302,3.0,0.0,3.0,1183.0,,,6.0,0.0,5.0,5.0,1.0,0.8,1.6,1.8
25,43,29,37,37,1,0,1,3,0,11.0,14.0,7.0,3.0,6.0,4.0,10.0,8.0,2.0,3.0,0.0,0.0,0,0,37.0,16.0,871.0,444.0,9653,71.0,41.0,1459.0,1224.0,40.0,16.0,74.0,41.0,1.0,5.0,1.4,0.8,1.6,2.2
25,26,29,24,24,3,1,4,3,0,21.0,6.0,9.0,4.0,18.0,0.0,5.0,10.0,0.0,1.0,0.0,0.0,1,1,31.0,11.0,700.0,439.0,9520,62.0,23.0,1176.0,1206.0,34.0,11.0,65.0,23.0,2.0,5.0,2.8,0.4,1.2,2.6
25,46,29,19,19,2,3,5,0,3,19.0,11.0,6.0,4.0,6.0,3.0,9.0,12.0,1.0,1.0,0.0,0.0,1,1,11.0,5.0,637.0,433.0,9474,17.0,15.0,1021.0,1198.0,11.0,8.0,17.0,18.0,4.0,5.0,1.0,0.6,1.6,2.6
25,0,25,19,19,3,3,6,1,1,11.0,14.0,4.0,9.0,7.0,8.0,9.0,11.0,1.0,0.0,0.0,0.0,1,1,24.0,17.0,1032.0,685.0,9465,33.0,34.0,1799.0,1652.0,25.0,18.0,34.0,35.0,2.0,2.0,2.2,3.0,2.8,3.4
25,10,25,15,15,1,5,6,0,3,6.0,12.0,2.0,6.0,2.0,2.0,8.0,7.0,1.0,0.0,0.0,0.0,1,1,10.0,11.0,10.0,679.0,9426,17.0,26.0,17.0,1644.0,10.0,14.0,17.0,29.0,5.0,2.0,1.6,4.0,3.2,1.8
25,14,25,36,37,1,0,1,3,0,12.0,10.0,4.0,5.0,3.0,1.0,12.0,9.0,3.0,2.0,0.0,0.0,0,0,33.0,32.0,1022.0,700.0,9647,66.0,72.0,1799.0,1690.0,36.0,32.0,69.0,72.0,1.0,2.0,1.4,2.6666666666666665,3.8,2.0
25,16,25,32,32,1,2,3,0,3,6.0,16.0,3.0,6.0,4.0,6.0,6.0,8.0,2.0,2.0,0.0,0.0,0,1,17.0,27.0,164.0,695.0,9590,30.0,63.0,317.0,1681.0,17.0,30.0,30.0,66.0,4.0,2.0,0.6,2.5,3.6,2.8
25,18,25,33,33,0,0,0,1,1,6.0,10.0,1.0,3.0,3.0,2.0,12.0,7.0,0.0,0.0,0.0,0.0,0,0,29.0,30.0,807.0,698.0,9601,40.0,66.0,1311.0,1684.0,30.0,31.0,41.0,67.0,3.0,2.0,1.2,2.0,3.2,2.4
25,38,25,27,27,0,2,2,0,3,6.0,16.0,4.0,4.0,3.0,1.0,5.0,8.0,1.0,2.0,0.0,0.0,0,0,15.0,24.0,522.0,692.0,9553,26.0,51.0,829.0,1669.0,15.0,27.0,26.0,54.0,4.0,2.0,0.8,2.0,3.2,2.6
25,44,25,1,1,3,3,6,1,1,9.0,14.0,4.0,5.0,3.0,3.0,14.0,8.0,0.0,3.0,0.0,0.0,1,1,,,89.0,668.0,9291,,,137.0,1618.0,,,,,5.0,2.0,1.4,1.8,2.4,2.4
25,45,25,35,35,2,2,4,1,1,13.0,9.0,6.0,3.0,7.0,4.0,12.0,5.0,0.0,1.0,0.0,0.0,1,1,14.0,31.0,275.0,699.0,9624,24.0,70.0,457.0,1688.0,15.0,32.0,25.0,71.0,4.0,2.0,1.2,1.4,2.4,2.4
25,27,25,30,30,2,1,3,3,0,5.0,14.0,2.0,2.0,1.0,13.0,10.0,16.0,2.0,1.0,0.0,0.0,0,1,35.0,27.0,1118.0,695.0,9578,62.0,60.0,1999.0,1678.0,38.0,27.0,65.0,60.0,2.0,2.0,2.0,1.8,3.0,3.6
25,29,25,7,7,1,1,2,1,1,8.0,17.0,5.0,2.0,1.0,5.0,11.0,6.0,1.0,1.0,0.0,0.0,0,0,6.0,4.0,761.0,672.0,9354,9.0,11.0,1192.0,1629.0,7.0,5.0,10.0,12.0,5.0,2.0,0.6,1.6,3.0,3.4
25,7,25,18,18,0,4,4,0,3,6.0,21.0,2.0,7.0,2.0,3.0,5.0,10.0,1.0,1.0,0.0,0.0,1,1,8.0,14.0,59.0,682.0,9462,16.0,31.0,104.0,1649.0,8.0,17.0,16.0,34.0,4.0,2.0,1.6,1.8,3.4,3.0
25,11,25,22,22,1,2,3,0,3,13.0,19.0,4.0,5.0,3.0,9.0,4.0,12.0,0.0,0.0,0.0,0.0,0,1,17.0,18.0,95.0,686.0,9495,34.0,41.0,137.0,1659.0,17.0,21.0,34.0,44.0,5.0,2.0,0.6,2.2,3.8,3.2
25,24,25,6,6,2,3,5,0,3,12.0,23.0,7.0,6.0,3.0,6.0,13.0,14.0,3.0,3.0,0.0,0.0,1,1,3.0,1.0,309.0,669.0,9337,4.0,8.0,512.0,1626.0,3.0,4.0,4.0,11.0,4.0,2.0,1.8,2.0,3.2,3.6
25,39,25,14,14,0,3,3,0,3,10.0,14.0,1.0,7.0,5.0,9.0,8.0,10.0,1.0,5.0,0.0,0.0,0,1,8.0,8.0,285.0,676.0,9424,13.0,23.0,437.0,1641.0,8.0,11.0,13.0,26.0,4.0,2.0,1.4,2.2,3.4,3.6
25,41,25,24,24,1,0,1,3,0,3.0,21.0,2.0,4.0,3.0,9.0,5.0,9.0,0.0,2.0,0.0,0.0,0,0,8.0,21.0,177.0,689.0,9524,17.0,47.0,296.0,1665.0,11.0,21.0,20.0,47.0,4.0,2.0,0.4,2.6,3.4,3.6
25,20,25,25,25,0,3,3,0,3,5.0,14.0,1.0,7.0,1.0,4.0,8.0,8.0,0.0,0.0,0.0,0.0,0,1,16.0,21.0,16.0,689.0,9525,24.0,47.0,24.0,1665.0,16.0,24.0,24.0,50.0,5.0,2.0,1.0,2.4,3.2,3.6
25,43,25,9,9,4,1,5,3,0,14.0,12.0,6.0,7.0,3.0,5.0,2.0,8.0,0.0,1.0,0.0,0.0,1,1,5.0,5.0,839.0,673.0,9374,17.0,13.0,1405.0,1631.0,8.0,5.0,20.0,13.0,1.0,2.0,1.4,2.2,3.0,1.8
25,26,25,4,4,5,0,5,3,0,13.0,10.0,7.0,3.0,8.0,3.0,10.0,9.0,2.0,2.0,0.0,1.0,1,1,1.0,1.0,670.0,669.0,9319,7.0,7.0,1121.0,1625.0,4.0,1.0,10.0,7.0,2.0,2.0,2.8,2.0,3.4,4.0
25,46,25,11,11,1,4,5,0,3,6.0,15.0,1.0,7.0,2.0,3.0,9.0,13.0,3.0,0.0,0.0,0.0,1,1,6.0,5.0,632.0,673.0,9390,9.0,16.0,1013.0,1634.0,6.0,8.0,9.0,19.0,4.0,2.0,1.4,1.4,3.4,3.4
25,0,14,22,22,2,2,4,1,1,14.0,19.0,6.0,6.0,10.0,8.0,11.0,11.0,3.0,2.0,0.0,0.0,1,1,25.0,20.0,1033.0,764.0,9503,38.0,45.0,1804.0,1778.0,26.0,21.0,39.0,46.0,2.0,1.0,2.4,2.0,3.8,4.0
25,10,14,24,24,0,4,4,0,3,10.0,14.0,3.0,10.0,5.0,3.0,12.0,5.0,3.0,0.0,0.0,0.0,1,1,15.0,21.0,15.0,765.0,9516,23.0,47.0,23.0,1780.0,15.0,24.0,23.0,50.0,5.0,1.0,1.0,3.0,4.0,4.0
25,16,14,8,8,2,1,3,3,0,14.0,15.0,5.0,5.0,5.0,8.0,7.0,6.0,2.0,1.0,0.0,0.0,0,1,0.0,9.0,147.0,753.0,9356,0.0,13.0,287.0,1746.0,3.0,9.0,3.0,13.0,4.0,1.0,0.8,2.3333333333333335,4.4,3.6
25,18,14,19,19,0,0,0,1,1,5.0,25.0,0.0,8.0,2.0,7.0,8.0,4.0,3.0,0.0,0.0,0.0,0,0,18.0,19.0,796.0,763.0,9468,25.0,38.0,1296.0,1771.0,19.0,20.0,26.0,39.0,3.0,1.0,0.6,1.75,4.2,1.6
25,38,14,33,33,2,3,5,0,3,10.0,17.0,7.0,5.0,4.0,7.0,13.0,14.0,5.0,3.0,0.0,0.0,1,1,16.0,24.0,523.0,768.0,9613,28.0,57.0,831.0,1790.0,16.0,27.0,28.0,60.0,4.0,1.0,0.8,2.0,3.2,3.4
25,44,14,26,26,4,1,5,3,0,21.0,7.0,8.0,3.0,6.0,2.0,11.0,8.0,2.0,2.0,0.0,1.0,1,1,13.0,24.0,102.0,768.0,9544,27.0,50.0,164.0,1783.0,16.0,24.0,30.0,50.0,5.0,1.0,1.8,2.0,3.2,3.6
25,45,14,12,12,0,4,4,0,3,7.0,11.0,2.0,7.0,3.0,4.0,13.0,12.0,2.0,3.0,0.0,0.0,1,1,6.0,12.0,267.0,756.0,9402,10.0,22.0,443.0,1755.0,6.0,15.0,10.0,25.0,4.0,1.0,1.4,1.8,3.4,3.4
25,27,14,28,28,2,1,3,3,0,10.0,14.0,5.0,7.0,3.0,4.0,13.0,12.0,2.0,2.0,0.0,0.0,0,1,32.0,24.0,1115.0,768.0,9563,56.0,53.0,1993.0,1786.0,35.0,24.0,59.0,53.0,2.0,1.0,2.2,1.8,3.4,4.4
25,29,14,38,38,3,0,3,3,0,16.0,6.0,6.0,2.0,4.0,2.0,11.0,10.0,0.0,1.0,0.0,0.0,0,1,25.0,33.0,780.0,777.0,9660,41.0,70.0,1224.0,1803.0,28.0,33.0,44.0,70.0,5.0,1.0,0.8,1.8,3.4,3.4
25,7,14,10,10,0,1,1,0,3,7.0,18.0,1.0,5.0,5.0,5.0,5.0,5.0,2.0,0.0,0.0,0.0,0,0,4.0,9.0,55.0,753.0,9376,7.0,16.0,95.0,1749.0,4.0,12.0,7.0,19.0,4.0,1.0,1.4,1.8,4.0,3.6
25,11,14,34,34,1,2,3,0,3,5.0,16.0,2.0,5.0,3.0,2.0,9.0,11.0,1.0,0.0,0.0,0.0,0,1,25.0,27.0,103.0,771.0,9621,52.0,60.0,155.0,1793.0,25.0,30.0,52.0,63.0,5.0,1.0,0.4,1.4,3.2,3.6
25,24,14,4,4,1,2,3,0,3,8.0,16.0,2.0,6.0,2.0,9.0,11.0,8.0,1.0,0.0,0.0,0.0,0,1,3.0,3.0,309.0,747.0,9318,3.0,6.0,511.0,1739.0,3.0,6.0,3.0,9.0,4.0,1.0,2.0,1.6,2.8,3.6
25,25,14,13,13,1,1,2,1,1,16.0,11.0,4.0,3.0,7.0,8.0,10.0,7.0,0.0,0.0,0.0,0.0,0,0,14.0,15.0,964.0,759.0,9407,22.0,25.0,1640.0,1758.0,15.0,16.0,23.0,26.0,2.0,1.0,2.4,1.2,2.6,4.2
25,39,14,6,6,0,4,4,0,3,13.0,7.0,2.0,4.0,5.0,0.0,5.0,14.0,2.0,2.0,0.0,0.0,1,1,4.0,6.0,281.0,750.0,9340,5.0,10.0,429.0,1743.0,4.0,9.0,5.0,13.0,4.0,1.0,1.0,1.2,2.4,3.2
25,41,14,35,35,0,1,1,0,3,10.0,11.0,3.0,3.0,1.0,2.0,13.0,9.0,1.0,1.0,0.0,0.0,0,0,21.0,30.0,190.0,774.0,9635,33.0,63.0,312.0,1796.0,21.0,33.0,33.0,66.0,4.0,1.0,0.6,2.0,2.6,3.4
25,20,14,17,17,1,3,4,0,3,7.0,12.0,2.0,5.0,1.0,3.0,11.0,4.0,0.0,0.0,0.0,0.0,1,1,14.0,16.0,14.0,760.0,9447,18.0,32.0,18.0,1765.0,14.0,19.0,18.0,35.0,5.0,1.0,0.6,2.0,2.6,3.6
25,43,14,2,2,1,2,3,0,3,18.0,9.0,6.0,2.0,14.0,3.0,14.0,21.0,3.0,3.0,0.0,0.0,0,1,,,834.0,744.0,9303,3.0,0.0,1391.0,1733.0,,,3.0,3.0,1.0,1.0,1.8,2.2,2.8,2.6
25,26,14,29,29,1,0,1,3,0,13.0,3.0,3.0,0.0,5.0,2.0,8.0,9.0,2.0,1.0,0.0,0.0,0,0,40.0,24.0,709.0,768.0,9573,75.0,53.0,1189.0,1786.0,43.0,24.0,78.0,53.0,2.0,1.0,2.8,2.2,2.8,3.4
25,46,14,16,16,1,0,1,3,0,5.0,19.0,2.0,2.0,4.0,3.0,10.0,10.0,6.0,1.0,0.0,0.0,0,0,7.0,16.0,633.0,760.0,9441,10.0,32.0,1014.0,1765.0,10.0,16.0,13.0,32.0,4.0,1.0,1.4,2.0,2.6,2.6
25,0,16,24,24,4,1,5,3,0,16.0,9.0,10.0,5.0,5.0,10.0,6.0,8.0,0.0,0.0,0.0,0.0,1,1,26.0,9.0,1034.0,149.0,9515,39.0,25.0,1805.0,312.0,29.0,9.0,42.0,25.0,2.0,4.0,2.4,1.0,1.8,3.0
